sinograma,1,2,3,4,5,6,total
旷,0,0,0,0,0,1,1
旺,0,0,0,0,0,1,1
昂,0,0,0,0,0,1,1
昌,0,0,0,0,0,1,1
昔,0,0,0,0,0,1,1
昼,0,0,0,0,0,1,1
晃,0,0,0,0,0,1,1
晋,0,0,0,0,0,1,1
晓,0,0,0,0,0,1,1
晤,0,0,0,0,0,1,1
晰,0,0,0,0,0,1,1
晶,0,0,0,0,0,1,1
晾,0,0,0,0,0,1,1
暄,0,0,0,0,0,1,1
暧,0,0,0,0,0,1,1
曝,0,0,0,0,0,1,1
朽,0,0,0,0,0,1,1
杆,0,0,0,0,0,1,1
杖,0,0,0,0,0,1,1
杜,0,0,0,0,0,1,1
杠,0,0,0,0,0,1,1
杰,0,0,0,0,0,1,1
枉,0,0,0,0,0,1,1
枕,0,0,0,0,0,1,1
枚,0,0,0,0,0,1,1
枝,0,0,0,0,0,1,1
柬,0,0,0,0,0,1,1
柱,0,0,0,0,0,1,1
栋,0,0,0,0,0,1,1
栏,0,0,0,0,0,1,1
株,0,0,0,0,0,1,1
栽,0,0,0,0,0,1,1
框,0,0,0,0,0,1,1
桑,0,0,0,0,0,1,1
桨,0,0,0,0,0,1,1
梁,0,0,0,0,0,1,1
梢,0,0,0,0,0,1,1
械,0,0,0,0,0,1,1
棉,0,0,0,0,0,1,1
棍,0,0,0,0,0,1,1
棕,0,0,0,0,0,1,1
椎,0,0,0,0,0,1,1
椭,0,0,0,0,0,1,1
榜,0,0,0,0,0,1,1
榨,0,0,0,0,0,1,1
橙,0,0,0,0,0,1,1
欲,0,0,0,0,0,1,1
歹,0,0,0,0,0,1,1
殃,0,0,0,0,0,1,1
殴,0,0,0,0,0,1,1
殿,0,0,0,0,0,1,1
氏,0,0,0,0,0,1,1
氓,0,0,0,0,0,1,1
汹,0,0,0,0,0,1,1
沃,0,0,0,0,0,1,1
沐,0,0,0,0,0,1,1
沛,0,0,0,0,0,1,1
沧,0,0,0,0,0,1,1
沫,0,0,0,0,0,1,1
沮,0,0,0,0,0,1,1
沸,0,0,0,0,0,1,1
沼,0,0,0,0,0,1,1
沾,0,0,0,0,0,1,1
沿,0,0,0,0,0,1,1
泌,0,0,0,0,0,1,1
泣,0,0,0,0,0,1,1
泥,0,0,0,0,0,1,1
泰,0,0,0,0,0,1,1
泻,0,0,0,0,0,1,1
泽,0,0,0,0,0,1,1
洪,0,0,0,0,0,1,1
浊,0,0,0,0,0,1,1
浑,0,0,0,0,0,1,1
浮,0,0,0,0,0,1,1
浴,0,0,0,0,0,1,1
浸,0,0,0,0,0,1,1
涕,0,0,0,0,0,1,1
涛,0,0,0,0,0,1,1
涩,0,0,0,0,0,1,1
涮,0,0,0,0,0,1,1
液,0,0,0,0,0,1,1
涵,0,0,0,0,0,1,1
淀,0,0,0,0,0,1,1
淆,0,0,0,0,0,1,1
淋,0,0,0,0,0,1,1
淹,0,0,0,0,0,1,1
渔,0,0,0,0,0,1,1
渗,0,0,0,0,0,1,1
渠,0,0,0,0,0,1,1
渡,0,0,0,0,0,1,1
渣,0,0,0,0,0,1,1
渺,0,0,0,0,0,1,1
湖,0,0,0,0,0,1,1
湾,0,0,0,0,0,1,1
溃,0,0,0,0,0,1,1
溅,0,0,0,0,0,1,1
溉,0,0,0,0,0,1,1
溜,0,0,0,0,0,1,1
溪,0,0,0,0,0,1,1
溶,0,0,0,0,0,1,1
滤,0,0,0,0,0,1,1
滥,0,0,0,0,0,1,1
滨,0,0,0,0,0,1,1
漆,0,0,0,0,0,1,1
潇,0,0,0,0,0,1,1
澄,0,0,0,0,0,1,1
澈,0,0,0,0,0,1,1
濒,0,0,0,0,0,1,1
瀑,0,0,0,0,0,1,1
灌,0,0,0,0,0,1,1
灶,0,0,0,0,0,1,1
灿,0,0,0,0,0,1,1
炉,0,0,0,0,0,1,1
炊,0,0,0,0,0,1,1
炫,0,0,0,0,0,1,1
烁,0,0,0,0,0,1,1
烘,0,0,0,0,0,1,1
烛,0,0,0,0,0,1,1
烹,0,0,0,0,0,1,1
焰,0,0,0,0,0,1,1
煌,0,0,0,0,0,1,1
煎,0,0,0,0,0,1,1
熄,0,0,0,0,0,1,1
熏,0,0,0,0,0,1,1
熨,0,0,0,0,0,1,1
爽,0,0,0,0,0,1,1
牧,0,0,0,0,0,1,1
牺,0,0,0,0,0,1,1
犬,0,0,0,0,0,1,1
狈,0,0,0,0,0,1,1
狠,0,0,0,0,0,1,1
狱,0,0,0,0,0,1,1
猎,0,0,0,0,0,1,1
猛,0,0,0,0,0,1,1
珠,0,0,0,0,0,1,1
琢,0,0,0,0,0,1,1
瓣,0,0,0,0,0,1,1
瓦,0,0,0,0,0,1,1
瓷,0,0,0,0,0,1,1
甭,0,0,0,0,0,1,1
畏,0,0,0,0,0,1,1
畔,0,0,0,0,0,1,1
番,0,0,0,0,0,1,1
畴,0,0,0,0,0,1,1
疆,0,0,0,0,0,1,1
疙,0,0,0,0,0,1,1
疤,0,0,0,0,0,1,1
疫,0,0,0,0,0,1,1
痕,0,0,0,0,0,1,1
痪,0,0,0,0,0,1,1
痹,0,0,0,0,0,1,1
瘤,0,0,0,0,0,1,1
瘩,0,0,0,0,0,1,1
瘫,0,0,0,0,0,1,1
瘸,0,0,0,0,0,1,1
癌,0,0,0,0,0,1,1
皆,0,0,0,0,0,1,1
皱,0,0,0,0,0,1,1
盗,0,0,0,0,0,1,1
盟,0,0,0,0,0,1,1
盯,0,0,0,0,0,1,1
盲,0,0,0,0,0,1,1
眨,0,0,0,0,0,1,1
眯,0,0,0,0,0,1,1
眶,0,0,0,0,0,1,1
睦,0,0,0,0,0,1,1
睬,0,0,0,0,0,1,1
睹,0,0,0,0,0,1,1
瞄,0,0,0,0,0,1,1
瞒,0,0,0,0,0,1,1
瞩,0,0,0,0,0,1,1
瞪,0,0,0,0,0,1,1
瞬,0,0,0,0,0,1,1
瞻,0,0,0,0,0,1,1
砖,0,0,0,0,0,1,1
砸,0,0,0,0,0,1,1
碌,0,0,0,0,0,1,1
碑,0,0,0,0,0,1,1
碳,0,0,0,0,0,1,1
磁,0,0,0,0,0,1,1
磅,0,0,0,0,0,1,1
磋,0,0,0,0,0,1,1
磕,0,0,0,0,0,1,1
祸,0,0,0,0,0,1,1
禽,0,0,0,0,0,1,1
秃,0,0,0,0,0,1,1
秤,0,0,0,0,0,1,1
稀,0,0,0,0,0,1,1
稚,0,0,0,0,0,1,1
稠,0,0,0,0,0,1,1
稻,0,0,0,0,0,1,1
稼,0,0,0,0,0,1,1
稿,0,0,0,0,0,1,1
穴,0,0,0,0,0,1,1
窃,0,0,0,0,0,1,1
窍,0,0,0,0,0,1,1
窜,0,0,0,0,0,1,1
窝,0,0,0,0,0,1,1
竖,0,0,0,0,0,1,1
竭,0,0,0,0,0,1,1
筋,0,0,0,0,0,1,1
筐,0,0,0,0,0,1,1
筒,0,0,0,0,0,1,1
筛,0,0,0,0,0,1,1
箭,0,0,0,0,0,1,1
篷,0,0,0,0,0,1,1
簸,0,0,0,0,0,1,1
粒,0,0,0,0,0,1,1
粥,0,0,0,0,0,1,1
粹,0,0,0,0,0,1,1
紊,0,0,0,0,0,1,1
纤,0,0,0,0,0,1,1
纬,0,0,0,0,0,1,1
纹,0,0,0,0,0,1,1
纺,0,0,0,0,0,1,1
纽,0,0,0,0,0,1,1
绅,0,0,0,0,0,1,1
绒,0,0,0,0,0,1,1
绘,0,0,0,0,0,1,1
绣,0,0,0,0,0,1,1
缀,0,0,0,0,0,1,1
缉,0,0,0,0,0,1,1
缔,0,0,0,0,0,1,1
缚,0,0,0,0,0,1,1
缝,0,0,0,0,0,1,1
缠,0,0,0,0,0,1,1
缴,0,0,0,0,0,1,1
罐,0,0,0,0,0,1,1
罕,0,0,0,0,0,1,1
罢,0,0,0,0,0,1,1
罩,0,0,0,0,0,1,1
翔,0,0,0,0,0,1,1
翘,0,0,0,0,0,1,1
耍,0,0,0,0,0,1,1
耕,0,0,0,0,0,1,1
耸,0,0,0,0,0,1,1
聋,0,0,0,0,0,1,1
肢,0,0,0,0,0,1,1
肪,0,0,0,0,0,1,1
肴,0,0,0,0,0,1,1
肺,0,0,0,0,0,1,1
肿,0,0,0,0,0,1,1
胀,0,0,0,0,0,1,1
脂,0,0,0,0,0,1,1
腔,0,0,0,0,0,1,1
腥,0,0,0,0,0,1,1
腹,0,0,0,0,0,1,1
腻,0,0,0,0,0,1,1
膛,0,0,0,0,0,1,1
膜,0,0,0,0,0,1,1
膝,0,0,0,0,0,1,1
膨,0,0,0,0,0,1,1
臂,0,0,0,0,0,1,1
臣,0,0,0,0,0,1,1
舆,0,0,0,0,0,1,1
舌,0,0,0,0,0,1,1
舔,0,0,0,0,0,1,1
舟,0,0,0,0,0,1,1
舰,0,0,0,0,0,1,1
舱,0,0,0,0,0,1,1
舶,0,0,0,0,0,1,1
艇,0,0,0,0,0,1,1
艘,0,0,0,0,0,1,1
芒,0,0,0,0,0,1,1
芽,0,0,0,0,0,1,1
苍,0,0,0,0,0,1,1
苏,0,0,0,0,0,1,1
苟,0,0,0,0,0,1,1
茂,0,0,0,0,0,1,1
茎,0,0,0,0,0,1,1
荡,0,0,0,0,0,1,1
荤,0,0,0,0,0,1,1
莫,0,0,0,0,0,1,1
菌,0,0,0,0,0,1,1
萌,0,0,0,0,0,1,1
萎,0,0,0,0,0,1,1
葬,0,0,0,0,0,1,1
蒂,0,0,0,0,0,1,1
蒙,0,0,0,0,0,1,1
蒸,0,0,0,0,0,1,1
蓄,0,0,0,0,0,1,1
蓬,0,0,0,0,0,1,1
蔓,0,0,0,0,0,1,1
蔚,0,0,0,0,0,1,1
蔼,0,0,0,0,0,1,1
蔽,0,0,0,0,0,1,1
蕴,0,0,0,0,0,1,1
蕾,0,0,0,0,0,1,1
薪,0,0,0,0,0,1,1
藐,0,0,0,0,0,1,1
虏,0,0,0,0,0,1,1
虐,0,0,0,0,0,1,1
蚀,0,0,0,0,0,1,1
蚁,0,0,0,0,0,1,1
蚂,0,0,0,0,0,1,1
蛮,0,0,0,0,0,1,1
蜡,0,0,0,0,0,1,1
蠢,0,0,0,0,0,1,1
衅,0,0,0,0,0,1,1
衍,0,0,0,0,0,1,1
衔,0,0,0,0,0,1,1
袍,0,0,0,0,0,1,1
袖,0,0,0,0,0,1,1
袭,0,0,0,0,0,1,1
袱,0,0,0,0,0,1,1
裂,0,0,0,0,0,1,1
裕,0,0,0,0,0,1,1
裳,0,0,0,0,0,1,1
覆,0,0,0,0,0,1,1
觅,0,0,0,0,0,1,1
譬,0,0,0,0,0,1,1
讥,0,0,0,0,0,1,1
讯,0,0,0,0,0,1,1
讳,0,0,0,0,0,1,1
讶,0,0,0,0,0,1,1
讼,0,0,0,0,0,1,1
诈,0,0,0,0,0,1,1
诧,0,0,0,0,0,1,1
诫,0,0,0,0,0,1,1
诬,0,0,0,0,0,1,1
诱,0,0,0,0,0,1,1
诵,0,0,0,0,0,1,1
诸,0,0,0,0,0,1,1
诺,0,0,0,0,0,1,1
诽,0,0,0,0,0,1,1
谍,0,0,0,0,0,1,1
谎,0,0,0,0,0,1,1
谐,0,0,0,0,0,1,1
谜,0,0,0,0,0,1,1
谣,0,0,0,0,0,1,1
谤,0,0,0,0,0,1,1
谬,0,0,0,0,0,1,1
谱,0,0,0,0,0,1,1
谴,0,0,0,0,0,1,1
贤,0,0,0,0,0,1,1
贩,0,0,0,0,0,1,1
贼,0,0,0,0,0,1,1
贿,0,0,0,0,0,1,1
赁,0,0,0,0,0,1,1
赂,0,0,0,0,0,1,1
赌,0,0,0,0,0,1,1
赠,0,0,0,0,0,1,1
赴,0,0,0,0,0,1,1
趴,0,0,0,0,0,1,1
跌,0,0,0,0,0,1,1
跨,0,0,0,0,0,1,1
跪,0,0,0,0,0,1,1
踊,0,0,0,0,0,1,1
蹈,0,0,0,0,0,1,1
蹋,0,0,0,0,0,1,1
蹦,0,0,0,0,0,1,1
蹬,0,0,0,0,0,1,1
躁,0,0,0,0,0,1,1
躬,0,0,0,0,0,1,1
轨,0,0,0,0,0,1,1
轰,0,0,0,0,0,1,1
辐,0,0,0,0,0,1,1
辕,0,0,0,0,0,1,1
辖,0,0,0,0,0,1,1
辙,0,0,0,0,0,1,1
辟,0,0,0,0,0,1,1
辫,0,0,0,0,0,1,1
辰,0,0,0,0,0,1,1
辱,0,0,0,0,0,1,1
辽,0,0,0,0,0,1,1
迄,0,0,0,0,0,1,1
迸,0,0,0,0,0,1,1
逆,0,0,0,0,0,1,1
逊,0,0,0,0,0,1,1
逝,0,0,0,0,0,1,1
逢,0,0,0,0,0,1,1
逮,0,0,0,0,0,1,1
逼,0,0,0,0,0,1,1
遏,0,0,0,0,0,1,1
遣,0,0,0,0,0,1,1
遮,0,0,0,0,0,1,1
郁,0,0,0,0,0,1,1
郎,0,0,0,0,0,1,1
郑,0,0,0,0,0,1,1
酌,0,0,0,0,0,1,1
酗,0,0,0,0,0,1,1
酝,0,0,0,0,0,1,1
酿,0,0,0,0,0,1,1
钉,0,0,0,0,0,1,1
钙,0,0,0,0,0,1,1
钝,0,0,0,0,0,1,1
钞,0,0,0,0,0,1,1
钦,0,0,0,0,0,1,1
钩,0,0,0,0,0,1,1
铜,0,0,0,0,0,1,1
铭,0,0,0,0,0,1,1
铸,0,0,0,0,0,1,1
铺,0,0,0,0,0,1,1
锈,0,0,0,0,0,1,1
锋,0,0,0,0,0,1,1
锤,0,0,0,0,0,1,1
锦,0,0,0,0,0,1,1
锲,0,0,0,0,0,1,1
镶,0,0,0,0,0,1,1
阂,0,0,0,0,0,1,1
阐,0,0,0,0,0,1,1
阱,0,0,0,0,0,1,1
陋,0,0,0,0,0,1,1
陡,0,0,0,0,0,1,1
陵,0,0,0,0,0,1,1
隘,0,0,0,0,0,1,1
隙,0,0,0,0,0,1,1
隧,0,0,0,0,0,1,1
隶,0,0,0,0,0,1,1
雀,0,0,0,0,0,1,1
雅,0,0,0,0,0,1,1
雌,0,0,0,0,0,1,1
雹,0,0,0,0,0,1,1
霍,0,0,0,0,0,1,1
霜,0,0,0,0,0,1,1
霞,0,0,0,0,0,1,1
霸,0,0,0,0,0,1,1
鞠,0,0,0,0,0,1,1
韧,0,0,0,0,0,1,1
颂,0,0,0,0,0,1,1
颇,0,0,0,0,0,1,1
颈,0,0,0,0,0,1,1
颖,0,0,0,0,0,1,1
颤,0,0,0,0,0,1,1
饥,0,0,0,0,0,1,1
饪,0,0,0,0,0,1,1
饲,0,0,0,0,0,1,1
饶,0,0,0,0,0,1,1
馅,0,0,0,0,0,1,1
馈,0,0,0,0,0,1,1
馋,0,0,0,0,0,1,1
驰,0,0,0,0,0,1,1
驱,0,0,0,0,0,1,1
驳,0,0,0,0,0,1,1
驻,0,0,0,0,0,1,1
魂,0,0,0,0,0,1,1
鲁,0,0,0,0,0,1,1
鸣,0,0,0,0,0,1,1
鸦,0,0,0,0,0,1,1
鸽,0,0,0,0,0,1,1
黎,0,0,0,0,0,1,1
